pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
CoRoT-2 b,CoRoT-2,0,2,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1.74299673,3.1e-07,-3.1e-07,0.0,0.0281,0.00057,-0.00058,0.0,16.432394,0.470778,-0.493196,0.0,1.466,0.042,-0.044,0.0,1048.839,60.3877,-57.2094,0.0,3.3,0.19,-0.18,0.0,Mass,0.024,,,1.0,,,,,,,,,1.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5625.0,120.0,-120.0,0.0,0.902,0.018,-0.018,0.0,0.97,0.06,-0.06,0.0,0.0,0.1,-0.1,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283,2.485,-2.43,12.516,0.092,-0.092,10.31,0.031,-0.031,12.2489,0.000911,-0.000911,2019-03-18,2017-06,2019-03-21
CoRoT-20 b,CoRoT-20,0,1,2,Transit,2011,CoRoT,Published Confirmed,0,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,9.24318,9e-06,-9e-06,0.0,0.0891,0.0038,-0.0038,0.0,11.209,2.01762,-2.35389,0.0,1.0,0.18,-0.21,0.0,1315.8162,114.4188,-95.349,0.0,4.14,0.36,-0.3,0.0,Mass,,,,,,,,,1024.0,16.0,-16.0,0.0,0.0,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,,,,,,1.16,0.15,-0.2,0.0,1.1,0.1,-0.1,0.0,,,,,,4.35,0.11,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061,24.171,-22.883,14.63,0.092,-0.092,12.513,0.029,-0.029,14.4686,0.000412,-0.000412,2019-10-04,2019-02,2019-10-10
CoRoT-21 b,CoRoT-21,0,1,1,Transit,2012,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.72474,0.00014,-0.00014,0.0,0.0416,0.00094,-0.001,0.0,14.5717,1.56926,-1.56926,0.0,1.3,0.14,-0.14,0.0,705.5826,177.9848,-177.9848,0.0,2.22,0.56,-0.56,0.0,Mass,0.39,,,1.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6200.0,100.0,-100.0,0.0,1.95,0.21,-0.21,0.0,1.29,0.09,-0.09,0.0,0.0,0.1,-0.1,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,,,,16.058,0.435,-0.435,13.813,0.054,-0.054,15.8558,0.001968,-0.001968,2019-03-18,2017-06,2019-03-21
CoRoT-22 b,CoRoT-22,1,1,1,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,9.75598,0.00011,-0.00011,0.0,0.092,0.0014,-0.0014,0.0,4.88,0.17,-0.39,0.0,0.435,0.015,-0.035,0.0,12.2,14.0,-8.8,0.0,0.038,0.044,-0.028,0.0,Mass,0.077,0.3,-0.042,0.0,,,,,885.0,53.0,-280.0,0.0,0.0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,G3 V,5939.0,54.0,-120.0,0.0,1.136,0.038,-0.09,0.0,1.099,0.049,-0.049,0.0,0.17,0.07,-0.12,0.0,[Fe/H],4.361,0.065,-0.029,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.158,11.187,-10.808,13.82,0.114,-0.114,11.988,0.026,-0.026,13.7305,0.000304,-0.000304,2014-08-21,2014-08,2014-08-21
CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,CoRoT,Published Confirmed,0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,3.6313,0.0001,-0.0001,0.0,0.048,0.004,-0.004,0.0,11.77,1.46,-1.46,0.0,1.05,0.13,-0.13,0.0,889.9,95.3,-95.3,0.0,2.8,0.3,-0.3,0.0,Mass,0.16,0.02,-0.02,0.0,,,,,1660.0,,,0.0,0.0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,G0 V,5900.0,100.0,-100.0,0.0,1.61,0.18,-0.18,0.0,1.14,0.08,-0.08,0.0,0.05,0.1,-0.1,0.0,[Fe/H],4.3,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.97,45.47,-41.94,15.675,0.206,-0.206,12.364,0.032,-0.032,15.0681,0.000409,-0.000409,2014-05-14,2012-01,2014-05-14
CoRoT-24 b,CoRoT-24,1,1,2,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,5.1134,0.0006,-0.0006,0.0,0.056,0.002,-0.002,0.0,3.7,0.4,-0.4,0.0,0.33,0.04,-0.04,0.0,5.7,,,1.0,0.018,,,1.0,Mass,0.0,,,0.0,,,,,1070.0,140.0,-140.0,0.0,0.0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.043,-15.232,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.000631,-0.000631,2018-06-06,2014-07,2018-05-31
CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,11.759,0.0063,-0.0063,0.0,0.098,0.003,-0.003,0.0,5.0,0.5,-0.5,0.0,0.44,0.04,-0.04,0.0,28.0,11.0,-11.0,0.0,0.088,0.035,-0.035,0.0,Mass,0.0,,,0.0,,,,,850.0,80.0,-80.0,0.0,0.0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.043,-15.232,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.000631,-0.000631,2014-06-11,2014-07,2014-06-11
CoRoT-25 b,CoRoT-25,1,1,1,Transit,2013,CoRoT,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.86069,6e-05,-6e-05,0.0,0.0578,0.002,-0.0009,0.0,12.11,3.4,-1.12,0.0,1.08,0.3,-0.1,0.0,85.81,12.71,-12.71,0.0,0.27,0.04,-0.04,0.0,Mass,0.0,,,0.0,,,,,1330.0,80.0,-40.0,0.0,0.0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,F9,6040.0,90.0,-90.0,0.0,1.19,0.14,-0.03,0.0,1.09,0.11,-0.05,0.0,-0.01,0.13,-0.13,0.0,[Fe/H],4.31,0.05,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.48,44.28,-41.05,14.79,0.172,-0.172,12.846,0.031,-0.031,14.711,0.000339,-0.000339,2014-05-14,2013-07,2014-05-14
CoRoT-26 b,CoRoT-26,1,1,1,Transit,2013,CoRoT,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.20474,5e-05,-5e-05,0.0,0.0526,0.001,-0.001,0.0,14.12,1.46,-0.78,0.0,1.26,0.13,-0.07,0.0,165.26,15.89,-15.89,0.0,0.52,0.05,-0.05,0.0,Mass,0.0,,,0.0,,,,,1600.0,80.0,-70.0,0.0,0.0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,G5,5590.0,100.0,-100.0,0.0,1.79,0.18,-0.09,0.0,1.09,0.06,-0.06,0.0,0.01,0.13,-0.13,0.0,[Fe/H],3.99,0.05,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18,,,15.861,0.195,-0.195,13.261,0.034,-0.034,15.4682,0.001683,-0.001683,2014-05-14,2013-07,2014-05-14
CoRoT-27 b,CoRoT-27,0,1,1,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.57532,6e-05,-6e-05,0.0,0.0467,0.0015,-0.0017,0.0,11.287463,0.493196,-0.493196,0.0,1.007,0.044,-0.044,0.0,3273.649,257.4423,-263.7989,0.0,10.3,0.81,-0.83,0.0,Mass,0.034,,,1.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5900.0,120.0,-120.0,0.0,1.08,0.18,-0.06,0.0,1.05,0.11,-0.11,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.28,69.26,-61.036,15.774,0.103,-0.103,12.985,0.033,-0.033,15.3902,0.000615,-0.000615,2019-03-18,2017-06,2019-03-21
CoRoT-28 b,CoRoT-28,0,1,1,Transit,2015,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5.20851,0.00038,-0.00038,0.0,0.059,0.0027,-0.0028,0.0,10.704595,0.739794,-0.739794,0.0,0.955,0.066,-0.066,0.0,152.87623,17.79848,-17.79848,0.0,0.481,0.056,-0.056,0.0,Mass,0.071,,,1.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5150.0,100.0,-100.0,0.0,1.78,0.11,-0.11,0.0,1.01,0.14,-0.14,0.0,0.15,0.1,-0.1,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183,14.685,-14.152,13.783,0.069,-0.069,11.032,0.025,-0.025,13.4119,0.000393,-0.000393,2019-03-18,2017-06,2019-03-21
CoRoT-29 b,CoRoT-29,0,1,1,Transit,2015,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.85057,6e-06,-6e-06,0.0,0.039,0.0018,-0.002,0.0,10.0881,1.79344,-1.79344,0.0,0.9,0.16,-0.16,0.0,266.9772,41.3179,-38.1396,0.0,0.84,0.13,-0.12,0.0,Mass,0.12,,,1.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5260.0,100.0,-100.0,0.0,0.9,0.12,-0.12,0.0,0.97,0.14,-0.14,0.0,0.2,0.1,-0.1,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.507,44.027,-39.76,15.408,0.126,-0.126,13.048,0.031,-0.031,15.2394,0.000532,-0.000532,2019-03-18,2017-06,2019-03-21
CoRoT-3 b,CoRoT-3,0,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=TRIAUD_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..377T/abstract target=ref> Triaud et al. 2009 </a>,4.2567994,3.9e-06,-3.1e-06,0.0,0.05694,0.00096,-0.00079,0.0,11.1350206,0.650122,-0.650122,0.0,0.9934,0.058,-0.058,0.0,6747.5309,260.6206,-187.5197,0.0,21.23,0.82,-0.59,0.0,Mass,0.008,0.015,-0.005,0.0,,,,,,,,,0.0,<a refstr=TRIAUD_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..377T/abstract target=ref> Triaud et al. 2009 </a>,,,,,,1.54,0.083,-0.078,0.0,1.359,0.059,-0.043,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771,30.791,-28.545,13.448,0.069,-0.069,11.618,0.034,-0.034,13.2188,0.000298,-0.000298,2023-03-15,2009-10,2023-03-15
CoRoT-30 b,CoRoT-30,1,1,1,Transit,2020,CoRoT,Published Confirmed,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,9.06005,0.00024,-0.00024,0.0,0.0844,0.0012,-0.0012,0.0,11.309881,0.851884,-0.851884,0.0,1.009,0.076,-0.076,0.0,921.707,69.9226,-69.9226,0.0,2.9,0.22,-0.22,0.0,Mass,0.007,0.031,-0.031,0.0,,,,,,,,,0.0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,G3 V,5650.0,100.0,-100.0,0.0,0.91,0.09,-0.03,0.0,0.98,0.03,-0.05,0.0,0.02,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23,48.57,-44.467,15.571,0.126,-0.126,13.562,0.045,-0.045,15.413,0.000666,-0.000666,2020-04-10,2020-03,2020-04-16
CoRoT-31 b,CoRoT-31,1,1,1,Transit,2020,CoRoT,Published Confirmed,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,4.62941,0.00075,-0.00075,0.0,0.0586,0.0034,-0.0034,0.0,16.36514,3.3627,-3.3627,0.0,1.46,0.3,-0.3,0.0,266.9772,108.0622,-108.0622,0.0,0.84,0.34,-0.34,0.0,Mass,0.02,0.16,-0.16,0.0,,,,,,,,,0.0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,G2 IV,5700.0,120.0,-120.0,0.0,2.15,0.56,-0.66,0.0,1.25,0.22,-0.21,0.0,0.0,0.1,-0.1,0.0,[Fe/H],3.85,0.25,-0.25,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h19m16.98s,94.820735,-04d25m20.27s,-4.4222978,2005.76,169.79,-145.71,15.479,0.309,-0.309,13.426,0.038,-0.038,15.4655,0.000809,-0.000809,2020-04-10,2020-03,2020-04-16
CoRoT-32 b,CoRoT-32,1,1,1,Transit,2018,CoRoT,Published Confirmed,0,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,6.71837,1e-05,-1e-05,0.0,0.071,0.001,-0.001,0.0,6.38913,0.67254,-0.56045,0.0,0.57,0.06,-0.05,0.0,47.6745,31.783,-31.783,0.0,0.15,0.1,-0.1,0.0,Mass,,,,,132.26,36.74,-29.39,0.0,938.0,65.0,-52.0,0.0,0.0,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,G0 VI,5970.0,100.0,-100.0,0.0,0.79,0.08,-0.09,0.0,1.08,0.08,-0.07,0.0,0.0,0.2,-0.2,0.0,[Fe/H],4.67,0.11,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.683,10.436,-10.436,13.626,0.149,-0.149,12.193,0.027,-0.027,13.5867,0.000754,-0.000754,2017-09-14,2018-01,2017-09-15
CoRoT-35 b,CoRoT-35,1,1,1,Transit,2022,CoRoT,Published Confirmed,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,3.22748,8e-05,-8e-05,0.0,0.0429,0.00092,-0.00092,0.0,18.83108758,1.23298788,-1.23298788,0.0,1.68,0.11,-0.11,0.0,349.6112477,117.59651059,-117.59651059,0.0,1.1,0.37,-0.37,0.0,Mass,0.0,,,0.0,,,,,1747.0,62.0,-62.0,0.0,1.0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,F6 V,6390.0,130.0,-130.0,0.0,1.65,0.1,-0.11,0.0,1.01,0.07,-0.06,0.0,-0.5,0.1,-0.1,0.0,[Fe/H],4.01,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.21,55.9,-50.92,15.635,0.229,-0.229,12.935,0.029,-0.029,15.2625,0.000514,-0.000514,2022-08-01,2022-07,2022-08-01
CoRoT-36 b,CoRoT-36,1,1,1,Transit,2022,CoRoT,Published Confirmed,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,5.616531,2.3e-05,-2.3e-05,0.0,0.066,0.007,-0.007,0.0,15.80466279,1.5692573,-1.5692573,0.0,1.41,0.14,-0.14,0.0,216.12331676,149.37935129,-136.66621501,1.0,0.68,0.47,-0.43,1.0,Mass,0.0,,,0.0,,,,,1567.0,35.0,-35.0,0.0,0.0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,F3 V,6730.0,140.0,-140.0,0.0,1.52,0.2,-0.1,0.0,1.32,0.09,-0.09,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],4.16,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.958,27.796,-26.247,13.126,0.069,-0.069,11.592,0.021,-0.021,12.9515,0.00065,-0.00065,2022-08-01,2022-07,2022-08-01
CoRoT-4 b,CoRoT-4,0,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,9.20205,0.00037,-0.00037,0.0,0.09025,0.00068,-0.00055,0.0,13.33871,0.616495,-0.616495,0.0,1.19,0.055,-0.055,0.0,223.43449,22.56593,-23.20159,0.0,0.703,0.071,-0.073,0.0,Mass,0.14,,,1.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6190.0,60.0,-60.0,0.0,1.17,0.01,-0.03,0.0,1.16,0.03,-0.02,0.0,0.05,0.07,-0.07,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412,15.181,-14.582,13.652,0.092,-0.092,12.288,0.03,-0.03,13.5613,0.000354,-0.000354,2019-03-18,2017-06,2019-03-21
CoRoT-5 b,CoRoT-5,0,1,1,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,4.0379156,1.2e-06,-1.2e-06,0.0,0.0495,0.0012,-0.0012,0.0,14.078504,0.515614,-0.504405,0.0,1.256,0.046,-0.045,0.0,145.88397,16.84499,-10.17056,0.0,0.459,0.053,-0.032,0.0,Mass,,,,,,,,,1397.0,15.0,-15.0,0.0,0.0,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,,,,,,1.115,0.035,-0.033,0.0,0.99,0.07,-0.07,0.0,,,,,,4.339,0.021,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472,25.62,-25.62,14.043,0.149,-0.149,12.546,0.026,-0.026,13.9021,0.000418,-0.000418,2019-10-04,2019-02,2019-10-10
CoRoT-6 b,CoRoT-6,0,1,1,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,8.886593,4e-05,-4e-05,0.0,0.0854,0.0013,-0.0014,0.0,13.069694,0.392315,-0.392315,0.0,1.166,0.035,-0.035,0.0,937.5985,88.9924,-88.9924,0.0,2.95,0.28,-0.28,0.0,Mass,0.18,,,1.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6090.0,50.0,-50.0,0.0,1.025,0.026,-0.026,0.0,1.05,0.05,-0.05,0.0,-0.2,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294,12.453,-11.997,13.961,0.069,-0.069,12.119,0.024,-0.024,13.7459,0.000496,-0.000496,2019-03-18,2017-06,2019-03-21
