pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
11 Com b,11 Com,0,2,1,Radial Velocity,2007,Xinglong Station,Published Confirmed,0,<a refstr=LIU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...672..553L/abstract target=ref> Liu et al. 2008 </a>,326.03,0.32,-0.32,0.0,1.29,0.05,-0.05,0.0,,,,,,,,,6165.6,476.7,-476.7,0.0,19.4,1.5,-1.5,0.0,Msini,0.231,0.005,-0.005,0.0,,,,,,,,,0.0,<a refstr=LIU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...672..553L/abstract target=ref> Liu et al. 2008 </a>,G8 III,4742.0,100.0,-100.0,0.0,19.0,2.0,-2.0,0.0,2.7,0.3,-0.3,0.0,-0.35,0.09,-0.09,0.0,[Fe/H],2.31,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516,93.1846,1.9238,-1.9238,4.72307,0.023,-0.023,2.282,0.346,-0.346,4.44038,0.0038479,-0.0038479,2014-05-14,2008-01,2014-05-14
11 UMi b,11 UMi,0,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,Published Confirmed,0,<a refstr=DOLLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...505.1311D/abstract target=ref> Dollinger et al. 2009 </a>,516.22,3.25,-3.25,0.0,1.54,0.07,-0.07,0.0,,,,,,,,,3337.07,785.01,-785.01,0.0,10.5,2.47,-2.47,0.0,Msini,0.08,0.03,-0.03,0.0,,,,,,,,,0.0,<a refstr=DOLLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...505.1311D/abstract target=ref> Dollinger et al. 2009 </a>,K4 III,4340.0,70.0,-70.0,0.0,24.08,1.84,-1.84,0.0,1.8,0.25,-0.25,0.0,0.04,0.04,-0.04,0.0,[Fe/H],1.6,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428,125.321,1.9765,-1.9765,5.013,0.005,-0.005,1.939,0.27,-0.27,4.56216,0.0039035,-0.0039035,2018-04-25,2009-10,2014-05-14
14 Her b,14 Her,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,1724.0,50.0,-50.0,0.0,2.82,,,0.0,,,,,,,,,1554.12,,,0.0,4.89,,,0.0,Msini,0.37,0.04,-0.04,0.0,,,,,,,,,0.0,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,K0 V,,,,,,,,,1.0,,,0.0,0.35,,,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323,0.0073,-0.0073,6.61935,0.023,-0.023,4.714,0.016,-0.016,6.383,0.0003512,-0.0003512,2018-04-25,2003-01,2014-08-21
16 Cyg B b,16 Cyg B,0,3,1,Radial Velocity,1996,Multiple Observatories,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007AJ....134.1276W/abstract target=ref> Wittenmyer et al. 2007 </a>,799.5,0.6,-0.6,0.0,1.68,0.03,-0.03,0.0,,,,,,,,,533.93,22.25,-22.25,0.0,1.68,0.07,-0.07,0.0,Msini,0.689,0.011,-0.011,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5747.0,143.26,-142.8,0.0,1.12827,0.079865,-0.046165,0.0,1.03,0.148362,-0.116303,0.0,0.06,0.1,-0.1,0.0,[M/H],4.34608,0.102056,-0.069629,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,21.1397,0.011,-0.0111,6.215,0.016,-0.016,4.651,0.016,-0.016,6.06428,0.0006029,-0.0006029,2018-04-25,2007-09,2014-09-18
17 Sco b,17 Sco,1,1,1,Radial Velocity,2020,Lick Observatory,Published Confirmed,0,<a refstr=TALA_PINTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...644A...1T/abstract target=ref>Tala Pinto et al. 2020</a>,578.38,2.01,-2.09,0.0,1.45,0.02,-0.02,0.0,,,,,,,,,1373.01871824,47.67426105,-38.13940884,0.0,4.32,0.15,-0.12,0.0,Msini,0.06,0.03,-0.02,0.0,,,,,,,,,0.0,<a refstr=TALA_PINTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...644A...1T/abstract target=ref>Tala Pinto et al. 2020</a>,K3 III,4157.0,11.0,-10.0,0.0,25.92,0.78,-0.74,0.0,1.22,0.13,-0.14,0.0,-0.01,0.1,-0.1,0.0,[Fe/H],1.7,0.04,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h13m50.90s,243.4620874,-11d50m16.05s,-11.8377905,124.953,2.59,-2.59,5.22606,0.023,-0.023,2.094,0.244,-0.244,4.75429,0.005055,-0.005055,2021-10-25,2020-12,2021-10-25
18 Del b,18 Del,1,2,1,Radial Velocity,2008,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,982.85,1.06,-0.92,0.0,2.476,0.002,-0.002,0.0,,,,,,,,,2926.24614325,50.85254512,-24.47278734,0.0,9.207,0.16,-0.077,0.0,Msini,0.024,0.007,-0.018,0.0,,,,,,,,,0.0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,G6 III,4980.0,,,0.0,8.8,0.61,-0.4,0.0,2.1,0.13,-0.09,0.0,-0.06,0.1,-0.1,0.0,[Fe/H],2.87,0.03,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,76.222,0.6217,-0.6217,5.51048,0.023,-0.023,3.366,0.204,-0.204,5.27476,0.0026539,-0.0026539,2023-09-19,2023-08,2023-09-19
24 Boo b,24 Boo,1,1,1,Radial Velocity,2018,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,30.33,0.0,-0.01,0.0,0.194,0.0,0.0,0.0,,,,,,,,,280.64248338,11.44182265,-13.6666215,0.0,0.883,0.036,-0.043,0.0,Msini,0.032,0.039,-0.023,0.0,,,,,,,,,0.0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,G3 IV,4816.0,,,0.0,12.19,1.45,-1.28,0.0,1.05,0.27,-0.18,0.0,-0.78,0.1,-0.1,0.0,[Fe/H],2.28,0.09,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.9863,0.63685,-0.63685,5.59,0.001,-0.001,3.159,0.28,-0.28,5.3339,0.0019998,-0.0019998,2023-09-19,2023-08,2023-09-19
24 Sex b,24 Sex,1,1,2,Radial Velocity,2010,Lick Observatory,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,452.8,2.1,-4.5,0.0,1.333,0.004,-0.009,0.0,,,,,,,,,632.46,82.63,-120.77,0.0,1.99,0.26,-0.38,0.0,Msini,0.09,0.14,-0.06,0.0,,,,,,,,,0.0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,,5098.0,44.0,-44.0,0.0,4.9,0.08,-0.08,0.0,1.54,0.08,-0.08,0.0,-0.03,0.04,-0.04,0.0,[Fe/H],3.5,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691,0.6854,-0.6728,6.4535,0.023,-0.023,4.285,0.016,-0.016,6.20374,0.0004976,-0.0004976,2014-05-14,2011-01,2014-05-14
24 Sex c,24 Sex,1,1,2,Radial Velocity,2010,Lick Observatory,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,883.0,32.4,-13.8,0.0,2.08,0.05,-0.02,0.0,,,,,,,,,273.32,111.24,-69.92,0.0,0.86,0.35,-0.22,0.0,Msini,0.29,0.16,-0.09,0.0,,,,,,,,,0.0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,,5098.0,44.0,-44.0,0.0,4.9,0.08,-0.08,0.0,1.54,0.08,-0.08,0.0,-0.03,0.04,-0.04,0.0,[Fe/H],3.5,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691,0.6854,-0.6728,6.4535,0.023,-0.023,4.285,0.016,-0.016,6.20374,0.0004976,-0.0004976,2014-05-14,2011-01,2014-05-14
30 Ari B b,30 Ari B,0,4,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,Published Confirmed,0,<a refstr=KANE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815...32K/abstract target=ref>Kane et al. 2015 </a>,345.4,3.8,-3.8,0.0,1.01,0.01,-0.01,0.0,,,,,,,,,2097.678,286.047,-286.047,0.0,6.6,0.9,-0.9,0.0,Msini,0.18,0.11,-0.11,0.0,,,,,,,,,0.0,<a refstr=KANE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815...32K/abstract target=ref>Kane et al. 2015 </a>,,,,,,1.13,0.03,-0.03,0.0,1.16,0.04,-0.04,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103,44.657,0.1039,-0.1034,7.09209,0.023,-0.023,5.822,0.021,-0.021,6.96085,0.000512,-0.000512,2018-04-25,2015-11,2015-12-03
4 UMa b,4 UMa,0,1,1,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,Published Confirmed,0,<a refstr=DOLLINGER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...472..649D/abstract target=ref> Dollinger et al. 2007 </a>,269.3,1.96,-1.96,0.0,0.87,0.04,-0.04,0.0,,,,,,,,,2256.5,508.5,-508.5,0.0,7.1,1.6,-1.6,0.0,Msini,0.432,0.024,-0.024,0.0,,,,,,,,,0.0,<a refstr=DOLLINGER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...472..649D/abstract target=ref> Dollinger et al. 2007 </a>,K1 III,4415.0,70.0,-70.0,0.0,18.11,1.47,-1.47,0.0,1.234,0.15,-0.15,0.0,-0.25,0.04,-0.04,0.0,[Fe/H],1.8,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,73.4603,1.18605,-1.18605,4.5801,0.023,-0.023,1.734,0.218,-0.218,4.23773,0.0047288,-0.0047288,2014-05-14,2007-09,2014-05-14
47 UMa b,47 UMa,0,1,3,Radial Velocity,1996,Lick Observatory,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,1076.6,2.3,-2.3,0.0,2.1,0.022,-0.022,0.0,,,,,,,,,778.6835,31.783,-31.783,0.0,2.45,0.1,-0.1,0.0,Msini,0.012,0.023,-0.023,0.0,,,,,,,,,0.0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,G0 V,5882.0,44.0,-44.0,0.0,,,,,1.063,0.029,-0.029,0.0,0.04,0.03,-0.03,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294,2016-01-27,2009-05,2016-01-28
47 UMa c,47 UMa,0,1,3,Radial Velocity,2001,Lick Observatory,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,7586.0,727.0,-727.0,0.0,7.73,0.58,-0.58,0.0,,,,,,,,,425.87,69.92,-69.92,0.0,1.34,0.22,-0.22,0.0,Msini,0.005,,,0.0,,,,,,,,,0.0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,G1 V,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294,2014-09-18,2007-01,2014-09-18
47 UMa d,47 UMa,1,1,3,Radial Velocity,2009,Lick Observatory,Published Confirmed,0,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,14002.0,4018.0,-5095.0,0.0,11.6,2.1,-2.9,0.0,,,,,,,,,521.22,92.17,-152.55,0.0,1.64,0.29,-0.48,0.0,Msini,0.16,0.09,-0.16,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5872.0,92.94,-113.53,0.0,1.21334,0.038883,-0.058353,0.0,1.06,0.128402,-0.137608,0.0,0.04,0.1,-0.1,0.0,[M/H],4.29541,0.066185,-0.071358,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294,2014-05-14,2010-04,2014-05-14
51 Eri b,51 Eri,0,3,1,Imaging,2015,Gemini Observatory,Published Confirmed,0,<a refstr=DE_ROSA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814L...3D/abstract target=ref>De Rosa et al. 2015</a>,14965.0,12775.0,-4380.0,0.0,14.0,7.0,-3.0,0.0,,,,,,,,,,,,,,,,,,0.21,0.19,-0.15,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7295.0,120.09,-98.99,0.0,1.48726,0.045434,-0.055079,0.0,1.65,0.356948,-0.178436,0.0,,,,,,4.31078,0.090174,-0.074205,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,29.7575,0.1213,-0.1203,5.21149,0.023,-0.023,4.537,0.024,-0.024,5.15806,0.0023075,-0.0023075,2019-07-08,2015-11,2015-12-03
51 Peg b,51 Peg,0,1,1,Radial Velocity,1995,Haute-Provence Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,4.2307969,7.3e-06,-7.8e-06,0.0,0.05235,0.00076,-0.00079,0.0,,,,,,,,,147.47238085,4.4495977,-4.4495977,0.0,0.464,0.014,-0.014,0.0,Msini,0.0042,0.0046,-0.003,0.0,,,,,,,,,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5760.76,95.49,-95.49,0.0,1.186744,0.027703,-0.027703,0.0,1.069296,0.047439,-0.047439,0.0,0.2058,0.0599,-0.0599,0.0,[Fe/H],4.317353,0.030849,-0.030849,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.4614,0.0297,-0.0297,5.45309,0.023,-0.023,3.911,0.021,-0.021,5.28647,0.002768,-0.002768,2022-05-09,2021-07,2022-05-09
55 Cnc b,55 Cnc,0,2,5,Radial Velocity,1996,Lick Observatory,Published Confirmed,0,<a refstr=NELSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441..442N/abstract target=ref> Nelson et al. 2014</a>,14.465314,0.0009,-0.00095,0.0,0.11339,0.00011,-0.00011,0.0,,,,,,,,,266.966,41.634,-9.852,0.0,0.84,0.131,-0.031,0.0,Mass,0.0023,0.0025,-0.0016,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.0,123.3,-171.85,0.0,0.963515,0.077739,-0.053155,0.0,0.9,0.140042,-0.089993,0.0,0.35,0.1,-0.1,0.0,[M/H],4.42459,0.051537,-0.13565,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523,2021-02-05,2014-06,2014-08-21
55 Cnc c,55 Cnc,0,2,5,Radial Velocity,2004,McDonald Observatory,Published Confirmed,0,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,44.4175,0.0073,-0.0073,0.0,0.241376,2.6e-05,-2.6e-05,0.0,,,,,,,,,54.4738,1.748,-1.748,0.0,0.1714,0.0055,-0.0055,0.0,Mass,0.02,0.031,-0.031,0.0,,,,,,,,,0.0,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,,,,,,,,,,0.95,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523,2021-02-05,2015-01,2014-10-29
55 Cnc d,55 Cnc,0,2,5,Radial Velocity,2002,Lick Observatory,Published Confirmed,0,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,4825.0,39.0,-39.0,0.0,5.503,0.03,-0.03,0.0,,,,,,,,,1232.493,21.612,-21.612,0.0,3.878,0.068,-0.068,0.0,Mass,0.019,0.013,-0.013,0.0,,,,,,,,,0.0,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,,,,,,,,,,0.95,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523,2021-02-05,2015-01,2014-10-29
55 Cnc e,55 Cnc,0,2,5,Radial Velocity,2004,McDonald Observatory,Published Confirmed,0,<a refstr=NELSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441..442N/abstract target=ref> Nelson et al. 2014</a>,0.7365478,1.6e-06,-1.2e-06,0.0,0.015439,1.5e-05,-1.5e-05,0.0,,,,,,,,,8.09479,0.26061,-0.25743,0.0,0.02547,0.00082,-0.00081,0.0,Mass,0.028,0.022,-0.019,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5250.0,123.3,-171.85,0.0,0.963515,0.077739,-0.053155,0.0,0.9,0.140042,-0.089993,0.0,0.35,0.1,-0.1,0.0,[M/H],4.42459,0.051537,-0.13565,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523,2021-02-05,2014-06,2014-08-21
55 Cnc f,55 Cnc,1,2,5,Radial Velocity,2007,Multiple Observatories,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,259.88,0.29,-0.29,0.0,0.7708,0.0043,-0.0044,0.0,,,,,,,,,47.8,2.4,-2.4,0.0,0.1503,0.0076,-0.0076,0.0,Msini,0.08,0.05,-0.04,0.0,,,,,,,,,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,,5172.0,18.0,-18.0,0.0,0.943,0.01,-0.01,0.0,0.905,0.015,-0.015,0.0,0.35,0.1,-0.1,0.0,[Fe/H],4.43,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523,2021-02-05,2018-10,2021-02-11
6 Lyn b,6 Lyn,1,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,919.86,1.92,-3.71,0.0,2.028,0.003,-0.005,0.0,,,,,,,,,597.83523357,12.07747947,-28.28672822,0.0,1.881,0.038,-0.089,0.0,Msini,0.042,0.024,-0.032,0.0,,,,,,,,,0.0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,K0 IV,4941.0,,,0.0,4.94,0.55,-0.5,0.0,1.32,0.2,-0.21,0.0,-0.17,0.11,-0.07,0.0,[Fe/H],3.16,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.6599,0.2734,-0.2734,5.87307,0.023,-0.023,3.701,0.3,-0.3,5.60686,0.001085,-0.001085,2023-09-19,2023-08,2023-09-19
