pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
GJ 3323 c,GJ 3323,1,1,2,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,40.54,0.21,-0.19,0.0,0.1264,0.0021,-0.0022,0.0,,,,,,,,,2.31,0.5,-0.49,0.0,0.00726804,0.00157317,-0.0015417,0.0,Msini,0.17,0.21,-0.12,0.0,0.17,,,0.0,,,,,0.0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4,3159.0,49.0,-49.0,0.0,0.119,0.027,-0.027,0.0,0.164,,,0.0,-0.27,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133,5.37484,0.00172,-0.00172,12.57,0.2,-0.2,6.736,0.024,-0.024,10.6467,0.000647,-0.000647,2017-03-29,2017-06,2017-03-30
GJ 3341 b,GJ 3341,1,1,1,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A.119A/abstract target=ref>Astudillo-Defru et al. 2015</a>,14.207,0.007,-0.007,0.0,0.089,,,0.0,,,,,,,,,6.6,0.1,-0.1,0.0,0.0208,0.0003,-0.0003,0.0,Msini,0.31,0.11,-0.11,0.0,,,,,,,,,0.0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A.119A/abstract target=ref>Astudillo-Defru et al. 2015</a>,M2.5,3526.0,49.0,-49.0,0.0,0.439,0.027,-0.027,0.0,0.47,,,0.0,-0.09,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h15m47.31s,78.9471415,-31d17m41.44s,-31.2948458,23.619,0.0291,-0.029,12.062,0.022,-0.022,7.733,0.023,-0.023,11.1029,0.001208,-0.001208,2014-12-03,2015-03,2014-12-03
GJ 338 B b,GJ 338 B,1,2,1,Radial Velocity,2020,Calar Alto Observatory,Published Confirmed,0,<a refstr=DITOMASSO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221012211D/abstract target=ref>DiTomasso et al. 2022</a>,24.422,0.014,-0.014,0.0,0.142,0.005,-0.005,0.0,,,,,,,,,10.6,1.2,-1.2,0.0,0.03335133,0.00377562,-0.00377562,0.0,Msini,0.109,0.1,-0.075,0.0,,,,,,,,,0.0,<a refstr=DITOMASSO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221012211D/abstract target=ref>DiTomasso et al. 2022</a>,M0 V,4014.0,100.0,-100.0,0.0,0.58,0.03,-0.03,0.0,0.64,0.07,-0.07,0.0,-0.03,0.16,-0.16,0.0,[Fe/H],4.68,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h14m22.00s,138.5916722,+52d41m00.68s,52.6835211,6.33256,0.00167,-0.00168,7.7,0.1,-0.1,4.136,0.02,-0.02,7.04775,0.00044,-0.00044,2023-01-18,2023-02,2023-01-18
GJ 3470 b,GJ 3470,0,1,1,Radial Velocity,2012,La Silla Observatory,Published Confirmed,0,<a refstr=BIDDLE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.1810B/abstract target=ref> Biddle et al. 2014</a>,3.3366487,4.3e-06,-3.3e-06,0.0,0.031,0.0028,-0.0028,0.0,3.88,0.32,-0.32,0.0,0.346,0.029,-0.029,0.0,13.73,1.61,-1.61,0.0,0.043,0.005,-0.005,0.0,Mass,0.017,0.016,-0.012,0.0,,,,,604.0,98.0,-98.0,0.0,0.0,<a refstr=BIDDLE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.1810B/abstract target=ref> Biddle et al. 2014</a>,,3652.0,50.0,-50.0,0.0,0.48,0.04,-0.04,0.0,0.51,0.06,-0.06,0.0,0.18,0.08,-0.08,0.0,[Fe/H],4.78,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h59m05.64s,119.7735021,+15d23m28.35s,15.391209,29.4214,0.0508,-0.0507,12.332,0.016,-0.016,7.989,0.023,-0.023,11.3537,0.001255,-0.001255,2019-01-28,2014-09,2014-07-23
GJ 3512 b,GJ 3512,1,1,2,Radial Velocity,2019,Calar Alto Observatory,Published Confirmed,0,<a refstr=MORALES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250715516M/abstract target=ref>Morales et al. 2025</a>,203.109,0.035,-0.034,0.0,0.3376,0.0082,-0.0084,0.0,,,,,,,,,146.51889563,7.31005336,-7.31005336,0.0,0.461,0.023,-0.023,0.0,Msini,0.4279,0.0036,-0.0035,0.0,,,,,,,,,0.0,<a refstr=MORALES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250715516M/abstract target=ref>Morales et al. 2025</a>,M5.5 V,3141.0,38.0,-38.0,0.0,0.139,0.005,-0.005,0.0,0.123,0.009,-0.009,0.0,-0.07,0.16,-0.16,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.48637,0.00857,-0.00856,15.18,0.2,-0.2,8.668,0.021,-0.021,13.1117,0.000961,-0.000961,2025-08-28,2025-07,2025-08-28
GJ 3512 c,GJ 3512,0,1,2,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,<a refstr=LOPEZ_SANTIAGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..273L/abstract target=ref>Lopez-Santiago et al. 2020</a>,1599.6,1.1,-0.8,0.0,1.292,0.003,-0.003,0.0,,,,,,,,,63.5656814,3.17828407,-3.17828407,0.0,0.2,0.01,-0.01,0.0,Msini,0.0183,0.0001,-0.0001,0.0,,,,,,,,,0.0,<a refstr=MORALES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019Sci...365.1441M/abstract target=ref>Morales et al. 2019</a>,M5.5 V,3081.0,51.0,-51.0,0.0,0.139,0.005,-0.005,0.0,0.123,0.009,-0.009,0.0,-0.07,0.16,-0.16,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.48637,0.00857,-0.00856,15.18,0.2,-0.2,8.668,0.021,-0.021,13.1117,0.000961,-0.000961,2022-07-18,2020-12,2022-07-18
GJ 3634 b,GJ 3634,1,1,1,Radial Velocity,2010,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.111B/abstract target=ref> Bonfils et al. 2011 </a>,2.64561,0.00066,-0.00066,0.0,0.0287,0.001,-0.0011,0.0,,,,,,,,,8.4,4.0,-1.5,0.0,0.026,0.013,-0.005,0.0,Mass,0.08,0.094,-0.057,0.0,,,,,,,,,0.0,<a refstr=BONFILS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.111B/abstract target=ref> Bonfils et al. 2011 </a>,M2.5,,,,,0.43,0.03,-0.03,0.0,0.45,0.05,-0.05,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m34.40s,164.6433493,-31d08m39.62s,-31.1443383,20.3779,0.03165,-0.03165,11.938,0.028,-0.028,7.47,0.027,-0.027,10.9233,0.00089,-0.00089,2014-08-21,2011-04,2014-08-21
GJ 367 b,GJ 367,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,0.3219225,2e-07,-2e-07,0.0,0.00709,0.00027,-0.00027,0.0,0.699,0.024,-0.024,0.0,0.06236071,0.00214114,-0.00214114,0.0,0.633,0.05,-0.05,0.0,0.00199164,0.00015732,-0.00015732,0.0,Mass,0.06,0.07,-0.04,0.0,579.0,57.0,-52.0,0.0,1365.0,32.0,-32.0,0.0,0.0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,M1.0 V,3522.0,70.0,-70.0,0.0,0.458,0.013,-0.013,0.0,0.455,0.011,-0.011,0.0,-0.01,0.12,-0.12,0.0,[Fe/H],4.776,0.026,-0.026,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,9.41263,0.002835,-0.002835,10.153,0.044,-0.044,5.78,0.02,-0.02,9.15159,0.00065,-0.00065,2023-08-10,2023-07,2023-08-10
GJ 3779 b,GJ 3779,1,1,1,Radial Velocity,2018,Calar Alto Observatory,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.171L/abstract target=ref>Luque et al. 2018</a>,3.0232,0.0013,-0.0013,0.0,0.026,0.001,-0.001,0.0,,,,,,,,,8.0,0.5,-0.5,0.0,0.02517069,0.00157317,-0.00157317,0.0,Msini,0.07,0.05,-0.05,0.0,,,,,,,,,0.0,<a refstr=LUQUE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.171L/abstract target=ref>Luque et al. 2018</a>,M4.0 V,3324.0,51.0,-51.0,0.0,0.281,0.01,-0.01,0.0,0.27,0.02,-0.02,0.0,0.0,0.16,-0.16,0.0,[Fe/H],5.05,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h22m56.05s,200.7335358,+24d27m50.19s,24.4639425,13.743,0.0117,-0.0116,13.04,0.2,-0.2,7.957,0.033,-0.033,11.6266,0.000806,-0.000806,2018-12-03,2018-12,2018-12-06
GJ 3942 b,GJ 3942,1,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=PERGER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..63P/abstract target=ref>Perger et al. 2017</a>,6.905,0.04,-0.04,0.0,0.0608,0.0068,-0.0068,0.0,,,,,,,,,7.14,0.59,-0.59,0.0,0.02246484,0.00185634,-0.00185634,0.0,Msini,0.121,0.118,-0.118,0.0,,,,,590.0,,,0.0,0.0,<a refstr=PERGER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..63P/abstract target=ref>Perger et al. 2017</a>,M0,3867.0,69.0,-69.0,0.0,0.61,0.06,-0.06,0.0,0.63,0.07,-0.07,0.0,-0.04,0.09,-0.09,0.0,[Fe/H],4.65,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h09m03.49s,242.2645452,+52d56m38.92s,52.9441443,16.9287,0.00635,-0.00635,10.166,0.035,-0.035,6.331,0.018,-0.018,9.40765,0.0005,-0.0005,2017-12-19,2017-12,2017-12-21
GJ 3998 c,GJ 3998,0,1,3,Radial Velocity,2016,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=AFFER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.117A/abstract target=ref>Affer et al. 2016</a>,13.74,0.016,-0.016,0.0,0.089,0.003,-0.003,0.0,,,,,,,,,6.26,0.79,-0.76,0.0,0.01969606,0.00248561,-0.00239122,0.0,Msini,0.049,0.052,-0.034,0.0,,,,,,,,,0.0,<a refstr=AFFER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.117A/abstract target=ref>Affer et al. 2016</a>,M1,3722.0,68.0,-68.0,0.0,0.49,0.05,-0.05,0.0,0.5,0.05,-0.05,0.0,-0.16,0.09,-0.09,0.0,[Fe/H],4.77,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m00.49s,259.0020507,+11d03m22.23s,11.0561751,18.1459,0.0165,-0.0165,10.844,0.008,-0.008,6.816,0.016,-0.016,9.98337,0.000669,-0.000669,2016-07-26,2016-10,2016-07-28
GJ 411 b,GJ 411,1,1,2,Radial Velocity,2019,Haute-Provence Observatory,Published Confirmed,0,<a refstr=HURT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..218H/abstract target=ref>Hurt et al. 2022</a>,12.9394,0.0014,-0.0013,0.0,0.07879,0.00056,-0.00055,0.0,,,,,,,,,2.69,0.19,-0.18,0.0,0.00846369,0.00059781,-0.00056634,0.0,Msini,0.063,0.061,-0.043,0.0,,,,,,,,,0.0,<a refstr=HURT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..218H/abstract target=ref>Hurt et al. 2022</a>,,3719.0,21.0,-31.0,0.0,0.3685,0.0081,-0.0054,0.0,0.3899,0.0106,-0.0061,0.0,-0.3621,0.0872,-0.0687,0.0,[Fe/H],4.895,0.008,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h03m20.27s,165.834471,+35d58m20.34s,35.972317,5.675773,0.0059099,-0.0059099,7.49,0.1,-0.1,3.501,0.352,-0.352,,,,2022-05-24,2022-05,2022-05-24
GJ 414 A b,GJ 414 A,0,2,2,Radial Velocity,2021,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,51.625,0.038,-0.037,0.0,0.2403,0.0017,-0.0017,0.0,,,,,,,,,10.23407471,1.33487931,-1.20774795,0.0,0.0322,0.0042,-0.0038,0.0,Msini,0.28,0.13,-0.13,0.0,,,,,,,,,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,4205.93,39.6,-39.6,0.0,0.669922,0.008087,-0.008087,0.0,0.694721,0.014766,-0.014766,0.0,0.2434,0.0723,-0.0723,0.0,[Fe/H],4.624938,0.011973,-0.011973,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893,0.0067,-0.0067,8.31,0.03,-0.03,4.979,0.018,-0.018,7.72808,0.000672,-0.000672,2021-09-20,2021-07,2021-09-20
GJ 414 A c,GJ 414 A,1,2,2,Radial Velocity,2021,W. M. Keck Observatory,Published Confirmed,0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,749.83,4.35,-3.63,0.0,1.4,0.055,-0.06,0.0,8.4,3.6,-2.5,0.0,0.74939781,0.32117049,-0.22303506,0.0,53.83,9.18,-8.58,0.0,0.16936727,0.02888337,-0.02699556,0.0,Msini,0.105,0.11,-0.703,0.0,,,,,124.7,13.5,-13.5,0.0,0.0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,K7 V,4120.0,109.0,-109.0,0.0,0.68,0.14,-0.14,0.0,0.65,0.08,-0.08,0.0,0.24,0.1,-0.1,0.0,[Fe/H],4.65,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893,0.0067,-0.0067,8.31,0.03,-0.03,4.979,0.018,-0.018,7.72808,0.000672,-0.000672,2021-03-25,2021-02,2021-04-01
GJ 422 b,GJ 422,0,1,1,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,26.161,0.082,-0.098,0.0,0.119,0.014,-0.011,0.0,,,,,,,,,9.9,5.6,-4.0,0.0,0.03114873,0.01761948,-0.01258534,0.0,Msini,0.05,0.21,-0.05,0.0,,,,,,,,,0.0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M3.5 V,3323.0,,,0.0,,,,,0.35,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h15m55.45s,168.9810458,-57d32m33.23s,-57.5425629,12.6631,0.0072,-0.0073,11.66,0.1,-0.1,7.035,0.031,-0.031,10.4771,0.000603,-0.000603,2020-02-06,2014-06,2019-10-10
GJ 4276 b,GJ 4276,1,1,1,Radial Velocity,2019,Calar Alto Observatory,Published Confirmed,0,<a refstr=NAGEL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A.153N/abstract target=ref>Nagel et al. 2019</a>,13.352,0.003,-0.003,0.0,0.082,0.002,-0.002,0.0,,,,,,,,,16.57,0.94,-0.95,0.0,0.05213479,0.00295756,-0.00298902,0.0,Msini,0.37,0.03,-0.03,0.0,,,,,,,,,0.0,<a refstr=NAGEL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A.153N/abstract target=ref>Nagel et al. 2019</a>,M4.0,3387.0,51.0,-51.0,0.0,0.407,0.015,-0.015,0.0,0.406,0.03,-0.03,0.0,0.12,0.16,-0.16,0.0,[Fe/H],4.97,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h25m17.31s,336.3221454,+59d24m45.01s,59.412503,21.3362,0.0172,-0.0172,12.903,0.069,-0.069,7.887,0.021,-0.021,11.6605,0.0006,-0.0006,2019-01-22,2019-02,2019-01-24
GJ 433 b,GJ 433,0,1,3,Radial Velocity,2011,La Silla Observatory,Published Confirmed,0,<a refstr=DELFOSSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...553A...8D/abstract target=ref> Delfosse et al. 2013 </a>,7.3709,0.0008,-0.0008,0.0,0.058,,,0.0,,,,,,,,,5.79,,,0.0,0.018,,,0.0,Msini,0.08,0.08,-0.08,0.0,,,,,,,,,0.0,<a refstr=DELFOSSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...553A...8D/abstract target=ref> Delfosse et al. 2013 </a>,M1.5,3600.0,,,0.0,,,,,0.48,,,0.0,-0.22,,,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.06456,0.00367,-0.00367,9.81,0.1,-0.1,5.623,0.021,-0.021,8.89138,0.000374,-0.000374,2020-02-06,2013-05,2014-05-14
GJ 433 c,GJ 433,0,1,3,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,3400.0,,,0.0,3.6,,,0.0,,,,,,,,,45.0,,,0.0,0.14158512,,,0.0,Msini,0.08,0.16,-0.08,0.0,,,,,,,,,0.0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M1.5 V,3472.0,,,0.0,,,,,0.48,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.06456,0.00367,-0.00367,9.81,0.1,-0.1,5.623,0.021,-0.021,8.89138,0.000374,-0.000374,2020-02-07,2014-06,2019-10-10
GJ 433 d,GJ 433,1,1,3,Radial Velocity,2020,Multiple Facilities,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,36.059,0.016,-0.016,0.0,0.178,0.006,-0.006,0.0,,,,,,,,,5.223,0.921,-0.921,0.0,0.01643331,0.00289778,-0.00289778,0.0,Msini,0.07,0.05,-0.05,0.0,,,,,,,,,0.0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,,,,,,,0.48,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.06456,0.00367,-0.00367,9.81,0.1,-0.1,5.623,0.021,-0.021,8.89138,0.000374,-0.000374,2020-02-06,2020-01,2020-02-13
GJ 436 b,GJ 436,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..533W/abstract target=ref> Wright et al. 2007 </a>,2.643859,7.4e-05,-7.4e-05,0.0,0.0278,0.0016,-0.0016,0.0,,,,,,,,,21.6751,2.0022,-2.0022,0.0,0.0682,0.0063,-0.0063,0.0,Msini,0.145,0.052,-0.052,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3456.0,157.0,-157.0,0.0,0.425432,0.012519,-0.012519,0.0,0.419868,0.020168,-0.020168,0.0,,,,,,4.80352,0.004689,-0.004689,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,9.75321,0.00898,-0.00896,10.67,0.1,-0.1,6.073,0.016,-0.016,9.57148,0.000934,-0.000934,2015-01-22,2007-03,2015-01-22
GJ 463 b,GJ 463,0,1,1,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=SOZZETTI_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670L..17S/abstract target=ref>Sozzetti 2023</a>,3448.0,110.0,-88.0,0.0,3.53,0.07,-0.07,0.0,,,,,,,,,1144.1822652,127.1313628,-127.1313628,0.0,3.6,0.4,-0.4,0.0,Mass,0.09,0.18,-0.05,0.0,,,,,,,,,0.0,<a refstr=ENDL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..238E/abstract target=ref>Endl et al. 2022</a>,M3 V,3540.0,41.0,-41.0,0.0,0.49,0.015,-0.015,0.0,0.49,0.02,-0.02,0.0,,,,,,4.86,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h22m58.57s,185.7440496,+64d01m56.75s,64.0324311,18.3554,0.0109,-0.0109,11.595,0.058,-0.058,7.122,0.018,-0.018,10.5462,0.000391,-0.000391,2023-03-15,2023-02,2023-03-15
GJ 480 b,GJ 480,1,1,1,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,9.567,0.005,-0.005,0.0,0.068,0.001,-0.001,0.0,,,,,,,,,13.2,1.7,-1.7,0.0,0.04153164,0.00534877,-0.00534877,0.0,Msini,0.1,0.07,-0.07,0.0,,,,,,,,,0.0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,M3.5 Ve,,,,,,,,,0.45,0.02,-0.02,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h38m51.22s,189.7134226,+11d41m42.25s,11.6950708,14.2358,0.01515,-0.01515,11.49,0.1,-0.1,6.691,0.036,-0.036,10.3249,0.000749,-0.000749,2020-09-08,2020-10,2020-09-03
